name,website,email,phone,bio,city,state,lat,lon,source
UCSF Benioff Children's Hospital San Francisco,https://www.ucsfbenioffchildrens.org/,,+1 415 353 1664,,San Francisco,,37.7647716,-122.3896641,OpenStreetMap (Overpass)
Riverside County Psychiatric Health Facility,https://www.telecarecorp.com/riverside-county-phf/,,+1 760 863 8632,Telecare,Indio,,33.7008613,-116.2215382,OpenStreetMap (Overpass)
Sutter Surgical Hospital North Valley,https://www.sutterhealth.org/find-location/facility/sutter-surgical-hospital-north-valley,,+1 530 749 5700,Sutter Health,Yuba City,,39.1320368,-121.613306,OpenStreetMap (Overpass)
Loma Linda University Children's Hospital,https://childrens-hospital.lomalindahealth.org/,,+1 800 825 5437,Loma Linda University Health,Loma Linda,,34.0491211,-117.263821,OpenStreetMap (Overpass)
Sequoia Hospital,https://www.dignityhealth.org/bayarea/locations/sequoia,,+1 650 369 5811,Dignity Health,Redwood City,CA,37.4795113,-122.255023,OpenStreetMap (Overpass)
Santa Barbara Cottage Hospital,https://www.cottagehealth.org/locations/locations-profile/santa-barbara-cottage-hospital/,,+1-805-682-7111,Cottage Health,Santa Barbara,CA,34.4298059,-119.7235684,OpenStreetMap (Overpass)
Dublin Medical Offices and Cancer Center,https://thrive.kaiserpermanente.org/care-near-you/northern-california/diablo/locations/dublin-medical-offices/,,+1-925-556-4200,Kaiser Permanente,Dublin,CA,37.7033003,-121.858653,OpenStreetMap (Overpass)
Fresno Heart & Surgical Hospital,https://www.communitymedical.org/hospitals-facilities/Fresno-Heart-Surgical-Hospital,,+1 559 433 8000,Community Medical Centers,Fresno,,36.8599896,-119.7885166,OpenStreetMap (Overpass)
"EndoCare Center, Endodontic Office of Dr. John Yu",https://www.endocarecenter.com/,info@endocarecenter.com,+1 626-678-0167,Dr. John Yu,San Gabriel,CA,34.102044,-118.1046952,OpenStreetMap (Overpass)
Covid Testing (PCR 30 mins),https://911covidtesting.com/,info@911covidtesting.com,+1-310-569-5784,CLIA Approved COVID Testing with PCR in 30 Mins,Los Angeles,CA,34.0723695,-118.4682968,OpenStreetMap (Overpass)
Hubert H. Humphrey Comprehensive Health Center,https://dhs.lacounty.gov/humphrey/,,,,,,33.9886634,-118.273426,OpenStreetMap (Overpass)
Newport Children's Medical Group,https://www.newportchildren.com/,manager@newportchildren.com,+1 949-644-0970,"Newport Children's Medical Group has been serving the greater Orange County area for over 45 years. By providing care and appointments seven days a week, we aim always to be there when our patients need us.",Newport Beach,CA,33.6124787,-117.8708029,OpenStreetMap (Overpass)
Aurora Charter Oak,https://www.charteroakhospital.com,,+1 626 966 1632,,Covina,,34.1000019,-117.8664316,OpenStreetMap (Overpass)
Crestwood Psychiatric Health Facility - Carmichael,https://www.crestwoodbehavioralhealth.com,,,,Carmichael,CA,38.6334945,-121.3545544,OpenStreetMap (Overpass)
North Valley Behavioral Health,http://www.nvbh.com,,,,Yuba City,CA,39.1536036,-121.6175496,OpenStreetMap (Overpass)
Enloe Rehabilitation Center,https://www.enloe.org/care-treatment/rehabilitation,,+1 530 332 7300,,Chico,,39.7541866,-121.8675319,OpenStreetMap (Overpass)
Star View Adolescent - PHF,https://www.starsinc.com/star-view-community-services/star-view-adolescent-center,,,,Torrance,,33.8242398,-118.3561104,OpenStreetMap (Overpass)
Telecare El Dorado County PHF,https://www.telecarecorp.com/el-dorado-county-psychiatric-health-facility,,,,Placerville,,38.7328089,-120.8020629,OpenStreetMap (Overpass)
Van Nuys Behavioral Health Hospital,https://www.sch-vannuys.com,,+1 818 787 1511,,Van Nuys,,34.1769007,-118.4474908,OpenStreetMap (Overpass)
Sutter-Yuba Psychiatric Health Facility,https://www.suttercounty.org/government/county-departments/health-and-human-services/sutter-yuba-behavioral-health,,+1 530 822 7200,,Yuba City,,39.1555956,-121.6184357,OpenStreetMap (Overpass)
Restpadd Red Bluff Psychiatric Health Facility,https://www.restpaddhealth.com,,+1 530 567 7300,,Red Bluff,,40.1747476,-122.2424489,OpenStreetMap (Overpass)
Encompass Health Rehabilitation Hospital Of Murrieta,https://encompasshealth.com/locations/murrietarehab,,+1 951 246 6521,,Murrieta,,33.6065809,-117.1620204,OpenStreetMap (Overpass)
Bellflower Behavioral Health Hospital,https://www.lach-bellflower.com,,+1 562 925 8355,,,,33.8743136,-118.1297319,OpenStreetMap (Overpass)
Kindred Hospital - Los Angeles,https://www.kindredhospitals.com/locations/ltac/kindred-hospital-los-angeles,,+1 310 981 0601,,Los Angeles,CA,33.9901306,-118.3784511,OpenStreetMap (Overpass)
Sempervirens Psychiatric Health Facility,https://humboldtgov.org/437/Sempervirens-Psychiatric-Health-Facility,,+1 707 445 7710,,Eureka,,40.7807166,-124.1606002,OpenStreetMap (Overpass)
Doctors Medical Center - Behavioral Health Department,https://www.dmc-modesto.com/locations/detail/doctors-behavioral-health-center,,+1 209 557 6360,,Modesto,,37.665824,-120.9222319,OpenStreetMap (Overpass)
Kaiser Foundation Hospital Mental Health Center,https://healthy.kaiserpermanente.org/southern-california/facilities/mental-health-center-100121,,+1 213 580 7200,,Los Angeles,,34.0668973,-118.2434019,OpenStreetMap (Overpass)
L.A. Downtown Medical Center - Ingleside Campus,https://ladowntownmc.com,,+1 626 288 1160,,Rosemead,,34.0695661,-118.1056885,OpenStreetMap (Overpass)
Tarzana Treatment Center,https://www.tarzanatc.org/location-detail/tarzana/18646-oxnard-street,,+1 818 654 3815,,Tarzana,,34.1794458,-118.5398562,OpenStreetMap (Overpass)
BHC Alhambra Hospital,https://www.bhcalhambra.com,,+1 626 286 1191,,Rosemead,,34.0884364,-118.0740196,OpenStreetMap (Overpass)
Adventist Health Tulare,https://www.adventisthealth.org/tulare,,+1 559 366 1212,,Tulare,,36.2211958,-119.3386609,OpenStreetMap (Overpass)
Motion Picture And Television Hospital,https://mptf.com,,+1 818 876 1043,,Woodland Hills,,34.1579783,-118.6366359,OpenStreetMap (Overpass)
College Medical Center Hawthorne Campus,https://www.collegemedicalcenter.com,,+1 424 365 3000,,Hawthorne,CA,33.9117288,-118.3520439,OpenStreetMap (Overpass)
Aurora Vista Del Mar Hospital,https://www.vistadelmarhospital.com,,+1 805 653 6434,,Ventura,CA,34.3080446,-119.2837011,OpenStreetMap (Overpass)
Sutter Center For Psychiatry,https://www.sutterhealth.org/find-location/facility/sutter-center-for-psychiatry,,+1 916 386 3000,,Sacramento,CA,38.5499259,-121.4146168,OpenStreetMap (Overpass)
Vibra Rehabilitation Hospital Of Rancho Mirage,https://vrhranchomirage.com,,+1 442 241 7842,,Rancho Mirage,,33.81487,-116.43945,OpenStreetMap (Overpass)
Casa Palmera Care Center,https://casapalmera.com,,+1 858 481 4411,,Del Mar,,32.9838858,-117.2259511,OpenStreetMap (Overpass)
Kentfield Hospital,https://kentfieldhospital.com,,+1 415 485 3521,,Kentfield,,37.9587062,-122.5524959,OpenStreetMap (Overpass)
Adventist Health Sonora,https://www.adventisthealth.org/locations/sierra-care-center-unit-6,,+1 209 532 3161,,Sonora,CA,37.9796874,-120.3908013,OpenStreetMap (Overpass)
Newport Bay Hospital,https://www.newportbayhospitalca.com,,+1 949 395 1813,,,,33.6222852,-117.9075358,OpenStreetMap (Overpass)
Kindred Hospital Westminster,https://www.kindredhospitals.com/locations/ltac/kindred-hospital-westminster,,+1 714 893 4541,,Westminster,,33.7635332,-117.995256,OpenStreetMap (Overpass)
Fresno Surgical Hospital,https://fresnosurgicalhospital.com,,+1 559 431 8000,,Fresno,,36.8249141,-119.7821616,OpenStreetMap (Overpass)
South Sound Behavioral Hospital,https://www.southsoundbehavioralhospital.com,,,,Lacey,WA,47.0426091,-122.8279879,OpenStreetMap (Overpass)
SoCal K9 Clinic City of Industry,https://socalk9cliniccoi.com,SoCalK9ClinicCOI@gmail.com,+1-562-203-1644,"SoCal K9 Clinic City of Industry is a full-service veterinary hospital that provides comprehensive veterinary services for pets with the latest equipment and advanced techniques in City of Industry, CA, and the surrounding area.",,,34.0140749,-117.972411,OpenStreetMap (Overpass)
Orange County Surgical Specialists - Facial Plastic Surgery,https://www.facialplasticsoc.com,,,"Orange County Surgical Specialists provides state-of-the-art care for patients seeking facial cosmetic surgery in Mission Viejo, Orange County, and beyond.",Rancho Santa Margarita,CA,33.6382103,-117.610258,OpenStreetMap (Overpass)
Kaiser Permanente,https://healthy.kaiserpermanente.org/southern-california/facilities/Otay-Mesa-Medical-Offices-100079,,+1-619-528-5000,Kaiser Permanente,,,32.5850238,-117.0336752,OpenStreetMap (Overpass)
Balance Treatment Center,https://www.balancetreatment.com/calabasas-treatment-center-photos/,,+1-855-908-0883,"Mental health treatment centers, also known as outpatient therapy centers, psychiatric treatment facilities or rehab centers, are specialized establishments designed to provide comprehensive care for individuals struggling with mental health conditions.",Calabasas,CA,34.1403458,-118.7010718,OpenStreetMap (Overpass)
Evergreen Endodontics - Tooth Pain & Dental Emergency Specialists,https://www.evergreenendo.com,info@EvergreenEndo.com,+1-425-697-9777,"We specialize in resolving your Tooth Pain, Aches and Infections through root canals, retreatments, endodontic microsurgery and endodontist treatments in a calm and relaxing state-of-the-art environment.",Issaquah,WA,47.5430118,-122.0450729,OpenStreetMap (Overpass)
Double Happiness Health - Acupuncture San Francisco,https://www.doublehappinesshealth.com/,,+1 415-255-2252,"Double Happiness Health is a San Francisco acupuncture clinic with a focus on fertility, pain, mood, fatigue, infertility, digestive issues, immunity issues, menstrual disorders and other conditions using TCM (Traditional Chinese Medicine). We take a holi",San Francisco,CA,37.7590075,-122.416707,OpenStreetMap (Overpass)
Seeking Integrity,https://seekingintegrity.com/,info@seekingintegrity.com,+1-747-234-4325,,Sherman Oaks,CA,34.15277,-118.4583982,OpenStreetMap (Overpass)
Bridges to Recovery,https://www.bridgestorecovery.com/,contact@bridgestorecovery.com,+1-855-340-9716,,Beverly Hills,CA,34.0832832,-118.4054419,OpenStreetMap (Overpass)
New Horizon Hydration,https://newhorizonhydration.com/,,,"Welcome to New Horizon Hydration! I am Anita Jones, a board-certified Advanced Registered Nurse Practitioner (ARNP) dedicated to helping you achieve your health and wellness goals. At New Horizon Hydration, we specialize in treatments designed to enhance",Huntington Park,CA,33.9828948,-118.2256917,OpenStreetMap (Overpass)
Mole Removal Camarillo,https://moleremovalventuracounty.com/locations/mole-removal-camarillo/,,+1-805-430-6511,"At Mole Removal Camarillo we have a team of skilled experienced general surgeons and plastic surgeons who have perfected their skills to offer you the very best healthcare that minimizes tissue damage, leaving little to no scarring. Our surgeons have remo",Camarillo,CA,34.2005111,-119.0076803,OpenStreetMap (Overpass)
Veterinary Surgical Specialists,https://www.vssoc.com/,info@vssoc.com,+1 949-936-0055,Veterinary Surgical Specialists (VSS) is one of Orange County’s most experienced and technically advanced teams of board-certified veterinary surgeons.,Tustin,CA,33.7081964,-117.807211,OpenStreetMap (Overpass)
Wings Recovery,https://www.wingsrecovery.org/,info@wingsrecovery.org,+1-888-790-9377,"Wings Recovery in Carlsbad, CA, offers comprehensive mental health services for lasting recovery and wellness.",Carlsbad,CA,33.162103,-117.3466591,OpenStreetMap (Overpass)
SoCal Youth Center of Orange County,https://socalyouthcenter.com/,,+1-714-716-5044,"Mental health clinic in Costa Mesa, California",Costa Mesa,CA,33.6825009,-117.8686677,OpenStreetMap (Overpass)
BrightQuest Treatment Centers - San Diego,https://www.brightquest.com/san-diego/,,+1-619-466-0547,,La Mesa,CA,32.7800521,-117.0332238,OpenStreetMap (Overpass)
Aesthetx,https://www.aesthetx.com/marin-county/,,+1 415-980-6414,,Greenbrae,CA,37.9430248,-122.5186078,OpenStreetMap (Overpass)
TMJ & Sleep Therapy Centre of Temecula and Hemet,https://socaltmj.com/,info@socaltmj.com,+1-951-331-3237,,Temecula,CA,33.4845749,-117.1024917,OpenStreetMap (Overpass)
Heart & Vascular: Adventist Health,https://www.adventisthealth.org/locations/detail/heart-vascular-adventist-health/,,+1-707-463-2400,Adventist Health,Ukiah,CA,39.150992,-123.2031037,OpenStreetMap (Overpass)
Santa Barbara Cottage Hospital Emergency Room,https://www.cottagehealth.org/services/emergency-medicine-trauma-services/,,,,,,34.4304081,-119.7238299,OpenStreetMap (Overpass)
Children's Hospital & Research Center Oakland,https://www.childrenshospitaloakland.org/,,+1 510 428 3000,,Oakland,CA,37.8370683,-122.2676417,OpenStreetMap (Overpass)
San Francisco General Hospital,https://zuckerbergsanfranciscogeneral.org/,,+1 415 206 8000,,San Francisco,CA,37.7567781,-122.4052172,OpenStreetMap (Overpass)
Kaiser Permanente South San Francisco Medical Center,https://thrive.kaiserpermanente.org/care-near-you/northern-california/southsanfrancisco/locations/kaiser-permanente-south-san-francisco-medical-center/,,+1 650 742 2000,Kaiser Permanente,South San Francisco,,37.6595195,-122.4394713,OpenStreetMap (Overpass)
St. Francis Hospital,https://www.chifranciscan.org/st-francis-hospital.html,,+1-253-835-8100,CHI Franciscan Health,Federal Way,WA,47.2921913,-122.3260475,OpenStreetMap (Overpass)
Mary Bridge Children's Hospital,https://www.marybridge.org/,,+1-253-403-1400,MultiCare Health System,Tacoma,WA,47.2587028,-122.4528146,OpenStreetMap (Overpass)
Saint Joseph Medical Center,https://www.chifranciscan.org/st-joseph-medical-center.html,,+1-253-426-4101,CHI Franciscan Health,Tacoma,WA,47.2455492,-122.44808,OpenStreetMap (Overpass)
MultiCare Allenmore Hospital,https://www.multicare.org/allenmore-hospital/,,+1-253-459-6633,MultiCare Health System,Tacoma,WA,47.2417544,-122.4794598,OpenStreetMap (Overpass)
Saint Clare Hospital,https://www.chifranciscan.org/st-clare-hospital.html,,+1-253-985-1711,CHI Franciscan Health,Lakewood,WA,47.1545617,-122.5017704,OpenStreetMap (Overpass)
Western State Hospital,https://www.dshs.wa.gov/bha/division-state-hospitals/western-state-hospital,,+1-253-582-8900,,Lakewood,WA,47.1801438,-122.563743,OpenStreetMap (Overpass)
MultiCare Good Samaritan Hospital,https://www.multicare.org/good-samaritan-hospital/,,+1-253-697-4000,MultiCare Health System,Puyallup,WA,47.1777591,-122.2889164,OpenStreetMap (Overpass)
Scripps Memorial Hospital La Jolla,https://www.scripps.org/locations/hospitals__scripps-memorial-hospital-la-jolla,,+1 858 626 4123,Scripps Health,La Jolla,,32.8843621,-117.2250606,OpenStreetMap (Overpass)
Marina Del Rey Hospital,https://www.marinahospital.com/,,+1 310 823 8911,,Marina Del Rey,,33.9820552,-118.439447,OpenStreetMap (Overpass)
Saint Louise Regional Hospital,https://slrh.scvh.org/,,+1 408 848 2000,Santa Clara Valley Healthcare,Gilroy,CA,37.0366437,-121.5717801,OpenStreetMap (Overpass)
Hazel Hawkins Memorial Hospital,https://hazelhawkins.com/,,+1 831 637 5711,,Hollister,,36.8339484,-121.3865176,OpenStreetMap (Overpass)
Highland Hospital,https://www.alamedahealthsystem.org/,,+1 510 437 4800,Alameda Health System,Oakland,,37.7981756,-122.231433,OpenStreetMap (Overpass)
Alta Bates Summit Medical Center - Summit Campus,http://www.altabatessummit.org/,,+1 510 655 4000,Sutter Health,Oakland,,37.8207593,-122.2643458,OpenStreetMap (Overpass)
Fountain Valley Regional Hospital and Medical Center,https://www.fountainvalleyhospital.com/,,+1-714-966-7200,TH Medical,Fountain Valley,CA,33.7144654,-117.934843,OpenStreetMap (Overpass)
USC Arcadia Hospital,https://www.uscarcadiahospital.org/,,+1 626 898 8000,Keck Medicine of USC,Arcadia,CA,34.1341498,-118.0421118,OpenStreetMap (Overpass)
Oregon State Hospital,https://www.oregon.gov/oha/osh/,,+1 503-945-2800,,Salem,,44.9381604,-123.0028433,OpenStreetMap (Overpass)
Mission Hospital Laguna Beach,https://www.mission4health.com/,,+1 949 499 1311,Saint Joseph Health,Laguna Beach,CA,33.5006573,-117.7403818,OpenStreetMap (Overpass)
PAMF Mountain View Center,http://www.pamf.org/mountainview/,,+1 650 934 7000,Sutter Health,Mountain View,,37.376164,-122.0655721,OpenStreetMap (Overpass)
Contra Costa Regional Medical Center,https://cchealth.org/medicalcenter/,,+1 925 370 5000,Contra Costa Health Services,Martinez,CA,38.006747,-122.132542,OpenStreetMap (Overpass)
Sutter Delta Medical Center,https://www.sutterhealth.org/delta,,+1 925 779 7200,Sutter Health,Antioch,,37.9826454,-121.803181,OpenStreetMap (Overpass)
John Muir Medical Center,https://www.johnmuirhealth.com/locations/john-muir-medical-center-walnut-creek.html,,+1 925 939 3000,John Muir Health,Walnut Creek,,37.9123991,-122.0403934,OpenStreetMap (Overpass)
IQ Laser Vision & ScottHyver Visioncare,https://www.scotthyver.com/daly-city/,,+1-800-454-2747,Scott Hyver,Daly City,CA,37.7012726,-122.4701474,OpenStreetMap (Overpass)
Central Washington Hospital,https://www.confluencehealth.org/locations/central-washington-hospital-clinics/,,+1-509-662-1511,Confluence Health,Wenatchee,,47.406359,-120.3219187,OpenStreetMap (Overpass)
Natividad Medical Center,https://www.natividad.com/,,+1 831 755 4111,,Salinas,,36.6973679,-121.6339804,OpenStreetMap (Overpass)
Salinas Valley Health Medical Center,https://www.salinasvalleyhealth.com/,,+1 831 757 4333,,Salinas,,36.6591017,-121.6463443,OpenStreetMap (Overpass)
Sutter Roseville Medical Center,http://www.sutterroseville.org/,,+1 916 781 1000,Sutter Health,,CA,38.7662117,-121.2496604,OpenStreetMap (Overpass)
Kaiser Permanente Fremont Medical Center,https://thrive.kaiserpermanente.org/care-near-you/northern-california/gsaa/locations/60/,,+1 510 248 3000,Kaiser Permanente,Fremont,,37.5523445,-121.9747427,OpenStreetMap (Overpass)
Kaiser Permanente San Jose,https://thrive.kaiserpermanente.org/care-near-you/northern-california/sanjose/locations/san-jose-main-campus-2/,,+1 408 972 3000,Kaiser Permanente,San Jose,,37.2400148,-121.8008829,OpenStreetMap (Overpass)
Good Samaritan Hospital,https://goodsamsanjose.com/,,+1 408 559 2011,HCA,San Jose,,37.2523269,-121.9456645,OpenStreetMap (Overpass)
Kaiser Permanente Santa Clara Medical Center,https://thrive.kaiserpermanente.org/care-near-you/northern-california/santaclara/locations/santa-clara-medical-center-2/,,+1 408 851 1000,Kaiser Permanente,Santa Clara,CA,37.3358468,-121.9991897,OpenStreetMap (Overpass)
O’Connor Hospital,https://oconnor.verity.org/,,+1 408 947 2500,Verity Health,San Jose,,37.3281384,-121.9382598,OpenStreetMap (Overpass)
VacaValley Hospital,https://www.northbay.org/,,+1 707 624 7000,NorthBay Healthcare,Vacaville,CA,38.3551254,-121.9513321,OpenStreetMap (Overpass)
Providence Regional Medical Center,https://washington.providence.org/hospitals/regional-medical-center/,,+1-425-261-2000,Providence Health & Services,Everett,WA,47.9751421,-122.2172556,OpenStreetMap (Overpass)
Kaiser Permanente Orange County-Irvine Medical Center,https://thrive.kaiserpermanente.org/care-near-you/southern-california/orange-county/locations/orange-county-irvine-medical-center/,,+1 949 932 5000,Kaiser Permanente,Irvine,CA,33.6573191,-117.7737925,OpenStreetMap (Overpass)
Cordilleras Mental Health Center,https://www.telecarecorp.com/cordilleras-mental-health-services/,,+1 650 367 1890,,Redwood City,,37.4735507,-122.286096,OpenStreetMap (Overpass)
El Camino Hospital,https://www.elcaminohospital.org/,,+1 650 940 7000,El Camino Health,Mountain View,,37.3688517,-122.0798626,OpenStreetMap (Overpass)
Dominican Hospital,https://www.dignityhealth.org/bayarea/locations/dominican,,+1 831 462 7700,Dignity Health,Santa Cruz,CA,36.9900559,-121.9836077,OpenStreetMap (Overpass)
Arroyo Grande Community Hospital,https://www.dignityhealth.org/central-coast/locations/arroyo-grande,,+1 805 489 4261,Dignity Health,Arroyo Grande,,35.1136235,-120.5904363,OpenStreetMap (Overpass)
VA Palo Alto Health Care System - Livermore Division,https://www.paloalto.va.gov/locations/livermore.asp,,+1 925 373 4700,Veterans Health Administration,Livermore,,37.6255298,-121.7633724,OpenStreetMap (Overpass)
Naval Medical Center San Diego,https://www.med.navy.mil/sites/nmcsd/,,+1 619 532 6400,United States Navy,San Diego,CA,32.7258828,-117.145111,OpenStreetMap (Overpass)
Pioneers Memorial Hospital,https://www.pmhd.org/,,+1 760 351 3333,Pioneers Memorial Healthcare District,Brawley,,32.9586521,-115.5543321,OpenStreetMap (Overpass)
Northern Inyo Hospital,https://www.nih.org/,,+1 760 873 5811,,Bishop,,37.3622147,-118.4060256,OpenStreetMap (Overpass)
Kaiser Permanente Riverside Medical Center,https://thrive.kaiserpermanente.org/care-near-you/southern-california/riverside-county/locations/riverside-medical-center/,,+1 951 353 2000,Kaiser Permanente,Riverside,,33.9049907,-117.4692895,OpenStreetMap (Overpass)
Palo Verde Hospital,https://www.paloverdehospital.org/,,+1 760 922 4115,,Blythe,CA,33.6129915,-114.5948413,OpenStreetMap (Overpass)
Parkview Community Hospital,https://www.pchmc.org/,,+1 951 688 2211,,Riverside,,33.9269416,-117.4391601,OpenStreetMap (Overpass)
Kaiser Permanente Baldwin Park Medical Center,https://thrive.kaiserpermanente.org/care-near-you/southern-california/baldwin-park/locations/baldwin-park-medical-center/,kpbaldwinpark@kp.org,+1 626 851 1011,Kaiser Permanente,Baldwin Park,CA,34.0651278,-117.9858474,OpenStreetMap (Overpass)
UC San Diego Medical Center,https://health.ucsd.edu/,,+1 858 657 7000,,San Diego,,32.755465,-117.1655466,OpenStreetMap (Overpass)
San Antonio Regional Hospital,https://www.sarh.org/,,+1 909 985 2811,,Upland,CA,34.1016454,-117.6373388,OpenStreetMap (Overpass)
Harbor-UCLA Medical Center,https://www.harbor-ucla.org/,,+1 310 222 2345,,Torrance,CA,33.8298087,-118.2947559,OpenStreetMap (Overpass)
Madigan Army Medical Center,http://www.mamc.amedd.army.mil/,,+1-253-968-1110,,Tacoma,WA,47.1091813,-122.5521362,OpenStreetMap (Overpass)
Naval Hospital Bremerton,https://bremerton.tricare.mil,,+1-360-475-4000,,Bremerton,WA,47.5942166,-122.6900821,OpenStreetMap (Overpass)
Wenatchee Valley Medical Center,https://www.confluencehealth.org/locations/wenatchee-valley-hospital-clinics/,,+1-509-663-8711,Confluence Health,Wenatchee,WA,47.4327584,-120.3226899,OpenStreetMap (Overpass)
Kaiser Permanente Westside Medical Center,https://www.kaiserpermanente.org/,,+1-971-310-1000,Kaiser Permanente,Hillsboro,OR,45.5396013,-122.8767098,OpenStreetMap (Overpass)
VA Medical Center Menlo Park,https://www.paloalto.va.gov/locations/menlopark.asp,,+1 650 614 9997,Veterans Health Administration,Palo Alto,,37.4662628,-122.1606326,OpenStreetMap (Overpass)
VA Medical Center - Seattle,https://www.pugetsound.va.gov/,,+1-206-762-1010,Veterans Health Administration,Seattle,WA,47.5630065,-122.3082632,OpenStreetMap (Overpass)
Hoag Memorial Hospital Presbyterian,http://www.hoaghospital.org/,,+1 949 764 4624,Hoag,Newport Beach,CA,33.6235827,-117.9326588,OpenStreetMap (Overpass)
Kaiser Permanente Orange County – Anaheim Medical Center,https://healthy.kaiserpermanente.org/southern-california/facilities/Orange-County-Anaheim-Medical-Center-100173,,+1-833-574-2273,Kaiser Permanente,Anaheim,CA,33.8525617,-117.844489,OpenStreetMap (Overpass)
Kern Valley Hospital,https://www.kvhd.org/,,+1 760 379 2681,Kern Valley Hospital District,Mountain Mesa,,35.6351639,-118.4073662,OpenStreetMap (Overpass)
