name,website,email,phone,bio,city,state,lat,lon,source
PAM Health Rehabilitation Hospital of Westminster,https://pamhealth.com/facilities/find-facility/rehabilitation-hospitals/pam-health-rehabilitation-hospital-westminster,,+1-817-994-9575,,,,39.8874695,-105.0683388,OpenStreetMap (Overpass)
Longs Peak Hospital,https://www.uchealth.org/locations/uchealth-longs-peak-hospital,,+1-720-718-3005,,Longmont,CO,40.1620559,-105.0585095,OpenStreetMap (Overpass)
Seven Hills Behavioral Institute,https://www.sevenhillsbi.com,,+1 702 646 5000,,Henderson,NV,35.9963042,-115.1203312,OpenStreetMap (Overpass)
Dignity Health Rehabilitation Hospital,https://www.dignityhealthrehab.com,,+1 725 726 2000,,Henderson,NV,36.0030712,-115.1170058,OpenStreetMap (Overpass)
Encompass Health Rehabilitation Hospital Of Henderson,https://encompasshealth.com/locations/hendersonrehab,,+1 702 939 9400,,Henderson,NV,36.0011021,-115.1208832,OpenStreetMap (Overpass)
Utah Valley Specialty Hospital,https://uvsh.ernesthealth.com,,+1 801-226-8880,Ernest Health,Provo,UT,40.305434,-111.6625831,OpenStreetMap (Overpass)
KPC Promise Hospital of Salt Lake,https://saltlake.kpcph.com,,+1 385 425 0050,,Murray,UT,40.6795415,-111.893282,OpenStreetMap (Overpass)
Just For Kids Therapy,https://www.justforkidsaz.com,,+1-602-794-7221,"Children's Speech, Occupational, Physical, and Music Therapy center.  Accepting DDD insurance.",Phoenix,AZ,33.5887043,-112.108591,OpenStreetMap (Overpass)
Huntsman Cancer Hospital,https://huntsmancancer.org/,,+1 801 587 7000,,,,40.7733604,-111.8351206,OpenStreetMap (Overpass)
Recovery Center For The Arts,https://www.rcfta.com,info@rcfta.com,+1-602-579-9023,"Rediscovering Life Through Art at RCFTAThe Recovery Center for the Arts (RCFTA) offers a distinctive approach to addiction and mental health treatment, blending evidence-based practices with the healing power of creative expression. Situated near Scottsda",Scottsdale,AZ,33.5832096,-111.9724201,OpenStreetMap (Overpass)
Wolf Creek Recovery,https://wolfcreekrecovery.com,,+1-833-732-8202,Drug and Alcohol Addiction Treatment Center in Arizona,Prescott,AZ,34.5422032,-112.4613137,OpenStreetMap (Overpass)
UCHealth Urgent Care - Powers,https://www.uchealth.org/locations/uchealth-urgent-care-powers/,,+1 719-591-2558,UCHealth,Colorado Springs,CO,38.8942725,-104.7210237,OpenStreetMap (Overpass)
Wasatch Endoscopy Center,https://wasatchendoscopycenter.com/,,+1 801-281-3657,,,,40.6862479,-111.8560776,OpenStreetMap (Overpass)
ER at Desert's Edge,https://www.sunrisehealthinfo.com/locations/er-at-deserts-edge,,+1-702-962-0200,Sunrise Health,Las Vegas,NV,36.0198153,-115.2905674,OpenStreetMap (Overpass)
Action Behavior Centers - ABA Therapy for Autism,https://www.actionbehavior.com/location/colorado/arvada-west-80th-ave,,+1 720-715-6333,,Arvada,CO,39.8412765,-105.0906686,OpenStreetMap (Overpass)
Action Behavior Centers - ABA Therapy for Autism,https://www.actionbehavior.com/location/colorado/aurora-highlands-creek,,+1 970-900-7054,,Aurora,CO,39.7384792,-104.8854428,OpenStreetMap (Overpass)
Action Behavior Centers - ABA Therapy for Autism,https://www.actionbehavior.com/location/colorado/ken-caryl-shaffer-pkwy,,+1 303-309-2522,,Littleton,CO,39.5766483,-105.1369208,OpenStreetMap (Overpass)
Action Behavior Centers - ABA Therapy for Autism,https://www.actionbehavior.com/location/colorado/west-reunion-104th-ave,,+1 303-551-7400,,Commerce City,CO,39.8857958,-104.8289499,OpenStreetMap (Overpass)
Action Behavior Centers - ABA Therapy for Autism,https://www.actionbehavior.com/location/colorado/fountain-timber-rail-pt,,+1 720-251-4040,,Fountain,CO,38.7204835,-104.7136715,OpenStreetMap (Overpass)
Action Behavior Centers - ABA Therapy for Autism,https://www.actionbehavior.com/location/arizona/south-tempe-research-park,,+1-480-618-6449,,Tempe,AZ,33.3485965,-111.8970174,OpenStreetMap (Overpass)
Action Behavior Centers - ABA Therapy for Autism,https://www.actionbehavior.com/location/arizona/chandler-heights,,+1-480-935-7771,,Gilbert,AZ,33.2137965,-111.7285874,OpenStreetMap (Overpass)
Action Behavior Centers - ABA Therapy for Autism,https://www.actionbehavior.com/location/arizona/pinnacle-park,,+1-480-676-3313,,Phoenix,AZ,33.6977042,-112.0841405,OpenStreetMap (Overpass)
McKay-Dee Hospital,https://intermountainhealthcare.org/locations/mckay-dee-hospital,,+1-801-387-2800,Intermountain Healthcare,Ogden,UT,41.1847815,-111.9532813,OpenStreetMap (Overpass)
Montevista Hospital,http://www.montevistahospital.com/,,+1 702 364 1111,,Las Vegas,NV,36.1118745,-115.2220444,OpenStreetMap (Overpass)
St. Rose Dominican San Martín Campus,https://www.dignityhealth.org/las-vegas/san-martin/san-martin-campus,,+1 702 492 8000,Dignity Health,Las Vegas,NV,36.0574062,-115.2718767,OpenStreetMap (Overpass)
Southern Hills Hospital,https://southernhillshospital.com/,,+1 702 880 2100,Sunrise Health System,Las Vegas,NV,36.0721565,-115.2953499,OpenStreetMap (Overpass)
Desert Springs Hospital,https://www.desertspringshospital.com/,,+1 702 733 8800,Universal Health Services,Las Vegas,NV,36.1132789,-115.1250142,OpenStreetMap (Overpass)
Chandler Regional Medical Center,https://www.dignityhealth.org/arizona/locations/chandlerregional,,+1 480 728 3000,Dignity Health,Chandler,AZ,33.2968664,-111.8740875,OpenStreetMap (Overpass)
Timpanogos Regional Hospital,https://timphospital.com/,,+1 801 714 6000,,Orem,UT,40.3137616,-111.7134137,OpenStreetMap (Overpass)
Primary Children's Hospital,https://intermountainhealthcare.org/locations/primary-childrens-hospital/,,+1 801 662 1000,Intermountain Healthcare,Salt Lake City,UT,40.7713039,-111.8388623,OpenStreetMap (Overpass)
Shriners Hospitals for Children,http://www.shrinershospitalsforchildren.org/locations/saltlakecity,,+1 801 536 3500,,Salt Lake City,UT,40.7773923,-111.8504258,OpenStreetMap (Overpass)
Saint Mary's Hospital,https://www.carondelet.org/our-locations/st-marys,,+1 520 872 3000,,Tucson,AZ,32.2274484,-111.0001309,OpenStreetMap (Overpass)
Logan Regional Hospital,https://intermountainhealthcare.org/locations/logan-regional-hospital/,,+1 435 716 1000,Intermountain Healthcare,Logan,UT,41.7555498,-111.8216371,OpenStreetMap (Overpass)
Cache Valley Hospital,https://cachevalleyhospital.com/,,+1 435 713 9700,,North Logan,UT,41.7750188,-111.8215389,OpenStreetMap (Overpass)
VA Sierra Nevada Health Care System,https://www.reno.va.gov/,,+1 775 786 7200,Veterans Health Administration,Reno,NV,39.5163469,-119.7982704,OpenStreetMap (Overpass)
Tucson Medical Center,https://www.tmcaz.com/,,+1 520 327 5461,,Tucson,AZ,32.252777,-110.8781691,OpenStreetMap (Overpass)
UCHealth Emergency Room & Primary Care,https://www.uchealth.org/locations/uchealth-primary-care-highlands-ranch/,,+1-303-470-4071,,Highlands Ranch,CO,39.5442116,-104.9446386,OpenStreetMap (Overpass)
Holy Cross Hospital - Jordan Valley West,https://www.centura.org/location/holy-cross-hospital-jordan-valley-west/hc,,+1 801 964 3100,Centura Health,West Valley City,UT,40.6984674,-111.9899315,OpenStreetMap (Overpass)
Renown South Meadows Medical Center,https://www.renown.org/find/renown-south-meadows-medical-center/,,+1 775 982 7000,Renown Health,Reno,NV,39.4361894,-119.7597141,OpenStreetMap (Overpass)
Carson Tahoe Specialty Medical Center,https://www.carsontahoe.com/specialty-medical-center,,+1 775 445 7795,Carson Tahoe Health,Carson City,NV,39.1708699,-119.771507,OpenStreetMap (Overpass)
American Fork Hospital,https://intermountainhealthcare.org/locations/american-fork-hospital/,,+1 801 855 3300,Intermountain Healthcare,American Fork,UT,40.3802971,-111.7666815,OpenStreetMap (Overpass)
Sky Ridge Medical Center,https://skyridgemedcenter.com/,,+1 720 225 1000,,Lone Tree,CO,39.5289523,-104.8712604,OpenStreetMap (Overpass)
Riverton Hospital,https://intermountainhealthcare.org/locations/riverton-hospital/,,+1-801-285-4000,Intermountain Healthcare,Riverton,UT,40.5203843,-111.9802742,OpenStreetMap (Overpass)
Centennial Hospital,https://www.centennialhillshospital.com/,,+1 702 835 9700,Universal Health Services,Las Vegas,NV,36.2863731,-115.285466,OpenStreetMap (Overpass)
Southern Arizona VA Health Care System,https://www.tucson.va.gov/,,+1 520 792 1450,,Tucson,AZ,32.1815131,-110.964804,OpenStreetMap (Overpass)
Banner Boswell Medical Center,https://www.bannerhealth.com/locations/sun-city/banner-boswell-medical-center,,+1 623 832 4000,Banner Health,Sun City,AZ,33.6030079,-112.2832453,OpenStreetMap (Overpass)
Kindred Hospital Las Vegas - Flamingo,http://www.kindredhospitallvf.com/,,+1 702 784 4300,Kindred Healthcare,Las Vegas,NV,36.115662,-115.1214621,OpenStreetMap (Overpass)
North Vista Hospital,https://www.northvistahospital.com/,,+1 702 649 7711,Prime Healthcare Services,North Las Vegas,NV,36.1948576,-115.1221421,OpenStreetMap (Overpass)
University Medical Center,https://www.umcsn.com/,,+1 702 383 2000,University Medical Center of Southern Nevada,Las Vegas,NV,36.1602891,-115.1677432,OpenStreetMap (Overpass)
Sunrise Hospital & Medical Center,https://sunrisehospital.com/,,+1 702 731 8000,Sunrise Health System,Las Vegas,NV,36.1337597,-115.1353664,OpenStreetMap (Overpass)
Saint Anthony Summit Medical Center,https://www.centura.org/locations/st-anthony-summit-medical-center,,+1 970 668 3300,Centura Health,Frisco,CO,39.5698533,-106.076606,OpenStreetMap (Overpass)
AdventHealth Parker Hospital,https://www.adventhealth.com/hospital/adventhealth-parker,,+1 303 269 4000,AdventHealth,Parker,CO,39.5485744,-104.7693087,OpenStreetMap (Overpass)
Verde Valley Medical Center - Sedona Campus,https://nahealth.com/,,+1 928 634 2251,Northern Arizona Healthcare,Sedona,AZ,34.856256,-111.8233221,OpenStreetMap (Overpass)
Little Colorado Medical Center,https://www.lcmcwmh.com/,,+1 928 289 4691,,Winslow,AZ,35.0354729,-110.6924259,OpenStreetMap (Overpass)
Spring Valley Hospital,https://www.springvalleyhospital.com/,,+1 702 853 3000,Universal Health Services,Las Vegas,NV,36.0906246,-115.2406483,OpenStreetMap (Overpass)
South Lyon Medical Center,https://www.southlyonmedicalcenter.org/,,+1 775 463 2301,,Yerington,NV,38.9840102,-119.1673675,OpenStreetMap (Overpass)
Intermountain St. George Regional Hospital - 400 East Campus,https://intermountainhealthcare.org/locations/dixie-regional-medical-center/,,+1 435 688 4000,,St. George,UT,37.0988371,-113.5759273,OpenStreetMap (Overpass)
The Orthopedic Specialty Hospital,https://intermountainhealthcare.org/locations/the-orthopedic-specialty-hospital/,,+1 801 314 4100,Intermountain Healthcare,Murray,UT,40.6442727,-111.8851316,OpenStreetMap (Overpass)
Boulder City Hospital,https://bchcares.org/,,+1 702 293 4111,,Boulder City,NV,35.9674227,-114.842703,OpenStreetMap (Overpass)
William Bee Ririe Hospital,https://wbrhely.org/,,+1 775 289 3001,,Ely,NV,39.2558065,-114.8596879,OpenStreetMap (Overpass)
Highland Ridge Hospital,https://www.highlandridgehospital.com/,,+1 801 845 9544,,Midvale,UT,40.617874,-111.8964623,OpenStreetMap (Overpass)
Saint Francis Medical Center,http://www.penrosestfrancis.org,,+1-719-571-1000,Penrose-St. Francis Health Services,,CO,38.9385291,-104.7169612,OpenStreetMap (Overpass)
Memorial Hospital North,https://www.uchealth.org/pages/oham/orgunitdetails.aspx?organizationalunitid=28,,+1-719-364-5000,UCHealth,Colorado Springs,CO,38.9678349,-104.7542172,OpenStreetMap (Overpass)
Encompass Health Rehabilitation Hospital of Utah,https://www.healthsouthutah.com/,,+1 801 561 3400,,Sandy,UT,40.6047922,-111.8547048,OpenStreetMap (Overpass)
Valley View Medical Center,https://www.valleyviewmedicalcenter.net/,,+1 928 788 2273,,Fort Mohave,AZ,35.0024326,-114.5963404,OpenStreetMap (Overpass)
Saint Rose Dominican hospitals - Rose-De Lima Campus,https://www.dignityhealth.org/las-vegas/rose-de-lima/rose-de-lima-campus,,+1 702 564 2622,Dignity Health,Henderson,NV,36.0387548,-114.9850675,OpenStreetMap (Overpass)
Phoenix Memorial Center,https://www.phxmemorialhospital.com/,,,,Phoenix,AZ,33.4356281,-112.0814908,OpenStreetMap (Overpass)
Tséhootsooí Medical Center,https://fdihb.org/,,+1 928 729 8000,Fort Defiance Indian Hospital Board,Fort Defiance,,35.7585979,-109.0471784,OpenStreetMap (Overpass)
Encompass Health Rehabilitation Hospital Of Desert Canyon,https://encompasshealth.com/locations/desertcanyonrehab,,+1 702 252 7342,Encompass Health,Las Vegas,NV,36.0804677,-115.2924018,OpenStreetMap (Overpass)
Platte Valley Medical Center,http://pvmc.org,,+1 303-659-5800,,Brighton,CO,39.964656,-104.7688915,OpenStreetMap (Overpass)
Dignity Health St Joseph's Hospital and Medical Center,https://www.dignityhealth.org/stjosephs/,,,Dignity Health,Phoenix,AZ,33.4821819,-112.0791749,OpenStreetMap (Overpass)
Telluride Regional Medical Center,https://tellmed.org/,,+1 970 728 3848,,Telluride,CO,37.9374433,-107.8163489,OpenStreetMap (Overpass)
Grand Junction VA Medical Center,https://www.va.gov/western-colorado-health-care/locations/grand-junction-va-medical-center/,,+1 970 242 0731,Veterans Health Administration,Grand Junction,CO,39.0760897,-108.5408162,OpenStreetMap (Overpass)
Cedar Springs Hospital,https://www.cedarspringsbhs.com/,,+1-719-633-4114,,,,38.8018687,-104.8166733,OpenStreetMap (Overpass)
Encompass Health Valley Of The Sun Rehabilitation Hospital,https://encompasshealth.com/locations/valleyofthesunrehab,,+1 623 878 8800,Encompass Health,Glendale,AZ,33.6076337,-112.2036992,OpenStreetMap (Overpass)
University of Utah Hospital,https://healthcare.utah.edu/hospital/,,+1 801 581 2121,,Salt Lake City,UT,40.7715653,-111.8365318,OpenStreetMap (Overpass)
Aurora Behavior Health (East Campus),https://www.auroraarizona.com/,,+1 480 345 5400,Aurora Behavioral Health System,Tempe,AZ,33.364481,-111.9394576,OpenStreetMap (Overpass)
Northeast Emergency Room,https://www.northsuburban.com/er,,+1 303 280 6640,,Thornton,CO,39.9279085,-104.9231693,OpenStreetMap (Overpass)
Platte Valley Medical Center,https://www.sclhealth.org/locations/platte-valley-medical-center/,,+1 303 498 1600,SCL Health,Brighton,CO,39.9639606,-104.7686877,OpenStreetMap (Overpass)
Salud Family Health Center,http://www.saludclinic.org/#!commerce-city/c1sjf,,+1 303 286 8900,,Commerce City,CO,39.8102897,-104.9041024,OpenStreetMap (Overpass)
Keefe Memorial Hospital,https://keefememorial.com/,,+1-719-767-5661,,Cheyenne Wells,CO,38.8261823,-102.3549996,OpenStreetMap (Overpass)
The Medical Center Of Aurora,https://auroramed.com/,,+1 303 695 2600,HCA,Aurora,CO,39.6901481,-104.8328339,OpenStreetMap (Overpass)
AdventHealth Porter Hospital,https://www.centura.org/locations/porter-adventist-hospital,,+1-303-778-1955,AdventHealth,Denver,CO,39.6699454,-104.9758624,OpenStreetMap (Overpass)
Swedish Medical Center,https://swedishhospital.com/,,+1 303 788 5000,HCA,Englewood,CO,39.6540609,-104.9802372,OpenStreetMap (Overpass)
Metro Community Providers North Aurora Family Health Services,https://mcpn.org/north-aurora-family-health-services-nafhs/,,+1-303-360-6276,,Aurora,CO,39.76368,-104.8453958,OpenStreetMap (Overpass)
Children's Hospital Colorado Emergency Department (ED),https://www.childrenscolorado.org/about/locations/aurora,,+1 720 777 1234,,,CO,39.7423379,-104.836152,OpenStreetMap (Overpass)
Anschutz Inpatient Pavilion 2 & Emergency Department (University Hospital),https://www.uchealth.org/Pages/OHAM/OrgUnitDetails.aspx?OrganizationalUnitId=23,,+1-720-848-0000,,Aurora,CO,39.742439,-104.8426795,OpenStreetMap (Overpass)
MountainView Hospital,https://mountainview-hospital.com/,,+1 702 962 5000,Sunrise Health System,Las Vegas,NV,36.2154003,-115.2489408,OpenStreetMap (Overpass)
UCH Center for Dependency Addiction & Rehabilitation (CeDAR),https://www.uchealth.org/cedar/Pages/default.aspx,,+1-877-999-0538,,,CO,39.7428226,-104.8458108,OpenStreetMap (Overpass)
Marion Downs Hearing Center,https://www.mariondowns.com/,,+1-720-848-3042,,,CO,39.7444131,-104.8451052,OpenStreetMap (Overpass)
Central Valley Medical Center,https://www.centralvalleymedicalcenter.com/,,+1 435 623 3000,,Nephi,UT,39.7315387,-111.8380435,OpenStreetMap (Overpass)
Saint Mary's Regional Hospital,https://intermountainhealthcare.org/locations/intermountain-health-st-marys-regional-hospital,,+1 970 298 2273,Intermountain Health,Grand Junction,CO,39.0903452,-108.5630308,OpenStreetMap (Overpass)
Intermountain Medical Center,https://intermountainhealthcare.org/locations/intermountain-medical-center/,,+1 801 507 7000,,Murray,UT,40.6595356,-111.8916809,OpenStreetMap (Overpass)
Greenbaum Surgical Specialty Hospital,https://www.honorhealth.com/locations/specialty-care/greenbaum-surgical-specialty-hospital,,+1 480 882 4958,,Scottsdale,AZ,33.4901834,-111.9255666,OpenStreetMap (Overpass)
Mayo Clinic Hospital,https://www.mayoclinic.org/patient-visitor-guide/arizona/clinic-hospital-buildings/mayo-clinic-hospital,,+1 480 515 6296,,Phoenix,AZ,33.6578544,-111.9546501,OpenStreetMap (Overpass)
Mayo Clinic Hospital Scottsdale Campus,https://www.mayoclinic.org/patient-visitor-guide/arizona/clinic-hospital-buildings,,+1 480 301 8000,,Scottsdale,AZ,33.58554,-111.7941607,OpenStreetMap (Overpass)
Encompass Health Rehabilitation Hospital of Scottsdale,https://encompasshealth.com/locations/scottsdalerehab,,+1 480 551 5400,Encompass Health,Scottsdale,AZ,33.5832754,-111.8728712,OpenStreetMap (Overpass)
Banner Behavioral Health Hospital,https://www.bannerhealth.com/locations/scottsdale/banner-behavioral-health-hospital,,+1 480 941 7500,,Scottsdale,AZ,33.483074,-111.9186639,OpenStreetMap (Overpass)
Dignity Health Mercy Gilbert Medical Center,https://www.dignityhealth.org/mercygilbert/,,+1 480 728 8000,Dignity Health,Gilbert,AZ,33.2876462,-111.7520302,OpenStreetMap (Overpass)
Holy Cross Hospital - Jordan Valley,https://www.centura.org/location/holy-cross-hospital-jordan-valley/hc,,+1 801 561 8888,,West Jordan,UT,40.5897669,-111.974533,OpenStreetMap (Overpass)
North Colorado Medical Center,https://www.bannerhealth.com/locations/greeley/north-colorado-medical-center,,+1 970 810 4121,,Greeley,CO,40.414847,-104.7088849,OpenStreetMap (Overpass)
Kingman Regional Medical Center,https://www.azkrmc.com/,,+1 928 757 2101,,Kingman,AZ,35.2204033,-114.0379541,OpenStreetMap (Overpass)
Beaver Valley Hospital,http://www.bvhospital.com/,,+1 435-438-7100,,Beaver,UT,38.2891728,-112.6440736,OpenStreetMap (Overpass)
Garfield Memorial Hospital,https://intermountainhealthcare.org/locations/garfield-memorial-hospital/,,+1 435 676 8811,,Panguitch,UT,37.8264121,-112.4269126,OpenStreetMap (Overpass)
San Juan Hospital,https://sjhsd.org/contact-us-san-juan-hospital/,,+1 435 587 2116,,Monticello,UT,37.8745704,-109.349495,OpenStreetMap (Overpass)
Children's Hospital Colorado Uptown Denver,https://www.childrenscolorado.org/your-visit/locations/uptown-denver/,,+1 720 777 1360,Children's Hospital Colorado,Denver,CO,39.7452813,-104.9678241,OpenStreetMap (Overpass)
Good Samaritan Medical Center,https://www.sclhealth.org/locations/good-samaritan-medical-center/,,+1 303 689 4000,SCL Health,Lafayette,CO,39.9698604,-105.0865563,OpenStreetMap (Overpass)
Intermountain Bear River Valley Hospital,http://www.intermountainhealthcare.org/hospitals/bearriver/Pages/home.aspx,,+1 435 207 4500,Intermountain Healthcare,Tremonton,UT,41.7245374,-112.1828171,OpenStreetMap (Overpass)
AdventHealth Avista Hospital,https://www.adventhealth.com/hospital/adventhealth-avista,,+1 303 673 1000,AdventHealth,Louisville,CO,39.9516225,-105.1515263,OpenStreetMap (Overpass)
Saint Anthony North Health Campus,https://www.centura.org/locations/st-anthony-north-health-campus,,+1 720 627 0000,Centura Health,Westminster,CO,39.9557408,-104.9913181,OpenStreetMap (Overpass)
Brigham City Community Hospital,https://brighamcityhospital.com/,,+1 435 734 9471,,Brigham City,UT,41.4909382,-112.0263071,OpenStreetMap (Overpass)
Northpark Health & Rehabilitation,https://www.northparkhealthandrehab.com/,,,,Phoenix,AZ,33.4690003,-112.2653724,OpenStreetMap (Overpass)
Blue Mountain Hospital,https://www.bmhutah.org/,,+1 435 678 3993,,Blanding,UT,37.612829,-109.4825518,OpenStreetMap (Overpass)
CommonSpirit,https://mountain.commonspirit.org,,+1 970-867-3391,,,,40.2602608,-103.7954881,OpenStreetMap (Overpass)
Abrazo Central Campus,https://www.abrazohealth.com/our-locations/abrazo-central-campus,,+1-602-249-0212,Abrazo Community Health Network,Phoenix,AZ,33.5250858,-112.1024357,OpenStreetMap (Overpass)
Valleywise Behavioral Health Center Maryvale,https://valleywisehealth.org/locations/behavioral-health-center-maryvale/,,+1 623 848 5000,Valleywise Health,Phoenix,AZ,33.5027969,-112.1706155,OpenStreetMap (Overpass)
Saint Mary's Regional Medical Center,https://www.saintmarysreno.com/,,+1 775 770 3000,,Reno,NV,39.5325095,-119.8193699,OpenStreetMap (Overpass)
Foothills Hospital,https://www.bch.org/Locations/Foothills-Hospital.aspx,,+1 303 415 7000,Boulder Community Health,,,40.0163519,-105.2368921,OpenStreetMap (Overpass)
Abrazo Arrowhead Campus,https://www.abrazohealth.com/our-locations/hospital-abrazo-arrowhead-campus,,+1 623 561 1000,TH Medical,Glendale,AZ,33.6546704,-112.2010341,OpenStreetMap (Overpass)
LDS Hospital,https://intermountainhealthcare.org/locations/lds-hospital/,,+1 801 408 1100,Intermountain Healthcare,Salt Lake City,UT,40.7790799,-111.8800279,OpenStreetMap (Overpass)
