name,website,email,phone,bio,city,state,lat,lon,source
Langley Hospital,https://langleyeustis.tricare.mil/,,+1-757-764-8255,633D Medical Group,Hampton,VA,37.0740225,-76.3575334,OpenStreetMap (Overpass)
Sentara Williamsburg Regional Medical Center,https://www.sentara.com/hospitalslocations/locations/sentara-williamsburg-regional-medical-center.aspx,,+1 757 984 6000,Sentara,Williamsburg,VA,37.3365998,-76.7405237,OpenStreetMap (Overpass)
Hampton Veterans Affairs Medical Center,https://www.hampton.va.gov/,,+1 757 722 9961,Veterans Health Administration,Hampton,VA,37.0169506,-76.333652,OpenStreetMap (Overpass)
Mat-Su Regional Medical Center,https://www.matsuregional.com/,,+1 907 861 6000,,Palmer,,61.5627757,-149.2579536,OpenStreetMap (Overpass)
Lake Taylor Transitional Care Hospital,https://www.laketaylor.org/,,+1 757 461 5001,,Norfolk,,36.8671349,-76.2057726,OpenStreetMap (Overpass)
Chesapeake Regional Medical Center,https://chesapeakeregional.com/,,+1 757 312 8121,Chesapeake Regional Healthcare,Chesapeake,VA,36.747799,-76.2472408,OpenStreetMap (Overpass)
Bartlett Regional Hospital,https://www.bartletthospital.org/,,+1 907 796 8900,,Juneau,AK,58.3291017,-134.4649065,OpenStreetMap (Overpass)
Sentara Princess Anne Hospital,https://www.sentara.com/hospitalslocations/locations/sentara-princess-anne-hospital.aspx,,+1 757 507 1000,Sentara,Virginia Beach,,36.7762749,-76.0974786,OpenStreetMap (Overpass)
Hilo Medical Center,https://www.hilomedicalcenter.org/,,+1 808 932 3000,Hawaii Health Systems Corporation,Hilo,,19.7183199,-155.1124631,OpenStreetMap (Overpass)
Western State Hospital,http://www.wsh.dbhds.virginia.gov/,,+1 540 332 8000,Virginia Department of Behavioral Health and Developmental Services,Staunton,,38.1426165,-79.0281579,OpenStreetMap (Overpass)
Norton Sound Regional Hospital,https://www.nortonsoundhealth.org/Locations/Norton-Sound-Regional-Hospital,,+1 907 443 3311,,Nome,,64.4989394,-165.3783294,OpenStreetMap (Overpass)
Providence Alaska Medical Center,https://alaska.providence.org/locations/p/pamc,,+1 907 562 2211,,Anchorage,,61.1871232,-149.8200356,OpenStreetMap (Overpass)
Alaska Regional Hospital,https://alaskaregional.com/,,+1 907 276 1131,,Anchorage,AK,61.2102248,-149.8307617,OpenStreetMap (Overpass)
Wilcox Medical Center,https://www.hawaiipacifichealth.org/wilcox/,,+1 808 245 1100,,Lihue,,21.9858439,-159.3642742,OpenStreetMap (Overpass)
Samuel Mahelona Medical Center,https://smmh.hhsc.org/,,+1 808 822 4961,,Kapaa,,22.0876918,-159.3125901,OpenStreetMap (Overpass)
Lanai Community Hospital,https://www.mauihealthsystem.org/lanai-hospital/,,+1 808 565 8450,,Lanai City,,20.8262749,-156.9173012,OpenStreetMap (Overpass)
Hale Ho’ola Hamakua,https://www.halehoolahamakua.org/,,+1 808 932 4100,,Honokaa,,20.0761791,-155.4698831,OpenStreetMap (Overpass)
Castle Medical Center,https://www.adventisthealth.org/castle/,,+1 808 263 5500,Adventist Health,Kailua,,21.3803441,-157.757518,OpenStreetMap (Overpass)
Wahiawa General Hospital,https://www.wahiawageneral.org/,,+1 808 621 8411,,Wahiawa,,21.4987797,-158.0263081,OpenStreetMap (Overpass)
The Queen's Medical Center - West Oahu,https://www.queenswestoahu.org/,,+1 808 691 3000,,Ewa Beach,,21.3720926,-158.0274226,OpenStreetMap (Overpass)
Sentara Obici Hospital,https://www.sentara.com/hospitalslocations/locations/sentara-obici-hospital.aspx,,+1-757-934-4000,Sentara,Suffolk,,36.7728114,-76.5811712,OpenStreetMap (Overpass)
Carilion Clinic Saint Albans Hospital,https://www.carilionclinic.org/locations/carilion-clinic-saint-albans-hospital,,+1 540 731 2000,Carilion Clinic,Christiansburg,,37.0885871,-80.5055506,OpenStreetMap (Overpass)
Bon Secours Maryview Medical Center,https://bonsecours.com/hampton-roads/find-a-facility/bon-secours-maryview-medical-center,,+1 757 398 2200,Bon Secours Health System,Portsmouth,,36.8367888,-76.3469502,OpenStreetMap (Overpass)
INOVA Urgent Care,https://www.inova.org/urgent-care/purcellville,,,Inova,Purcellville,VA,39.13608,-77.7032907,OpenStreetMap (Overpass)
Virginia Hospital Center,https://www.virginiahospitalcenter.com/,,+1 703-558-5000,,Arlington,VA,38.8899636,-77.1274891,OpenStreetMap (Overpass)
Samuel Simmonds Memorial Hospital,https://www.arcticslope.org/services/hospital-services/,,+1 907 852 2762,Arctic Slope Native Association,Utkiagvik,AK,71.2973925,-156.7296258,OpenStreetMap (Overpass)
Riverside Doctors Hospital Williamsburg,https://www.riversideonline.com/rdhw/,,+1 757 585 2200,Riverside,Williamsburg,VA,37.2509026,-76.6683069,OpenStreetMap (Overpass)
Centra Lynchburg General Hospital,https://www.centrahealth.com/facilities/centra-lynchburg-general-hospital,,+1 877 635 4651,Centra Health,Lynchburg,,37.4171122,-79.1719156,OpenStreetMap (Overpass)
Centra Virginia Baptist Hospital,http://vbh.centrahealth.com/,,,Centra Health,Lynchburg,VA,37.4372281,-79.1875069,OpenStreetMap (Overpass)
Carilion Roanoke Community Hospital,https://www.carilionclinic.org/hospitals/carilion-roanoke-community-hospital,,+1 540 985 8000,Carilion Clinic,Roanoke,,37.2652973,-79.9397218,OpenStreetMap (Overpass)
Salem Veterans Affairs Medical Center,https://www.salem.va.gov/,,+1 540 982 2463,Veterans Health Administration,Salem,,37.2747052,-80.0201062,OpenStreetMap (Overpass)
Smyth County Community Hospital,https://www.balladhealth.org/locations/hospitals/smyth-county-community,,+1 276 378 1000,Ballad Health,Marion,,36.8516782,-81.4884344,OpenStreetMap (Overpass)
Prince William Medical Center,https://www.novanthealthuva.org/locations/medical-centers--emergency-rooms/prince-william-medical-center.aspx,,+1 703 369 8000,Novant Health UVA Health System,Manassas,,38.767161,-77.4882479,OpenStreetMap (Overpass)
Inova Loudoun Hospital,https://www.inova.org/locations/inova-loudoun-hospital,,+1 703-858-6000,Inova Health System,Leesburg,VA,39.0745102,-77.4775689,OpenStreetMap (Overpass)
Dominion Hospital,https://dominionhospital.com/,,+1 703-538-2872,HCA Virginia Health System,Falls Church,VA,38.8702684,-77.1584034,OpenStreetMap (Overpass)
Inova Alexandria Hospital,https://www.inova.org/patient-and-visitor-information/facilities/inova-alexandria-hospital/index.jsp,,+1 703-504-3000,Inova Health System,Alexandria,VA,38.822344,-77.1049503,OpenStreetMap (Overpass)
Inova Mount Vernon Hospital,https://www.inova.org/patient-and-visitor-information/facilities/inova-mount-vernon-hospital/index.jsp,,+1 703-664-7000,Inova Health System,Alexandria,VA,38.7396775,-77.0767919,OpenStreetMap (Overpass)
Sentara Northern Virginia Medical Center,https://www.sentara.com/woodbridge-virginia/,,+1 703-523-1000,Sentara,Woodbridge,VA,38.6370809,-77.2853455,OpenStreetMap (Overpass)
Northern Virginia Mental Health Institute,http://www.nvmhi.dbhds.virginia.gov/,,+1 703-207-7100,,Falls Church,VA,38.8578426,-77.2322642,OpenStreetMap (Overpass)
Inova Fairfax Hospital,https://www.inova.org/ifh,,+1 703-776-4001,Inova Health System,Falls Church,VA,38.856988,-77.2279989,OpenStreetMap (Overpass)
Fauquier Hospital,https://www.fauquierhealth.org/,,+1 540-316-5000,Fauquier Health System,Warrenton,VA,38.7119813,-77.8087164,OpenStreetMap (Overpass)
Mary Washington Hospital,https://www.marywashingtonhealthcare.com,,+1 540 741 1100,Mary Washington Healthcare,Fredericksburg,VA,38.3104343,-77.4834278,OpenStreetMap (Overpass)
Spotsylvania Regional Medical Center,https://hcavirginia.com/locations/spotsylvania/,,+1 540 498 4000,HCA Virginia,Fredericksburg,VA,38.2177982,-77.4960292,OpenStreetMap (Overpass)
Riverside Tappahannock Hospital,https://www.vcuhealth.org/tappahannock/locations/tappahannock-hospital,,+1 804 443 3311,VCU Health,Tappahannock,VA,37.900742,-76.8782458,OpenStreetMap (Overpass)
Rappahannock General Hospital,https://bonsecours.com/richmond/find-a-facility/rappahannock-general-hospital,,+1 804 435 8000,Bon Secours Health System,Kilmarnock,,37.7012062,-76.3876765,OpenStreetMap (Overpass)
Riverside Walter Reed Hospital,https://www.riversideonline.com/rwrh/,,+1 804 693 8800,Riverside Health System,Gloucester,,37.4202837,-76.5418882,OpenStreetMap (Overpass)
Sentara Independence,https://www.sentara.com/hospitalslocations/locations/sentara-independence.aspx,,+1 757 363 6100,Sentara,Virginia Beach,,36.8676784,-76.1310127,OpenStreetMap (Overpass)
Southampton Memorial Hospital,https://www.bonsecours.com/locations/hospitals-medical-centers/hampton-roads/southampton-memorial-hospital,,+1-757-569-6100,Bon Secours,Franklin,VA,36.6922349,-76.9371141,OpenStreetMap (Overpass)
Sentara CarePlex Hospital,https://www.sentara.com/hospitalslocations/locations/sentara-careplex-hospital.aspx,,+1 757 736 1000,Sentara,Hampton,,37.056608,-76.3903036,OpenStreetMap (Overpass)
Richmond Community Hospital,https://bonsecours.com/richmond/find-a-facility/richmond-community-hospital,,+1 804-225-1700,Bon Secours Health System,Richmond,VA,37.5401138,-77.4067237,OpenStreetMap (Overpass)
VCU Medical Center,https://www.vcuhealth.org/,,+1 804-828-9000,VCU,Richmond,VA,37.540236,-77.4300564,OpenStreetMap (Overpass)
Chippenham Hospital,https://chippenhammed.com/,,+1 804-483-0000,HCA,Richmond,VA,37.512654,-77.526222,OpenStreetMap (Overpass)
Johnston-Willis Hospital,https://hcavirginia.com/locations/johnston-willis/,,+1 804-483-5000,CJW Medical Center,Richmond,VA,37.5105957,-77.5955579,OpenStreetMap (Overpass)
Retreat Doctors' Hospital,https://hcavirginia.com/locations/retreat/,,+1 804-254-5100,HCA,Richmond,VA,37.5537506,-77.4729527,OpenStreetMap (Overpass)
TriCities Hospital,https://www.hcavirginia.com/locations/tricities-hospital,,+1 804-541-1600,HCA,Hopewell,VA,37.3079909,-77.2913305,OpenStreetMap (Overpass)
Bon Secours - Southside Regional Medical Center,https://www.srmconline.com/,,+1 804 765 5000,Bon Secours Health System,Petersburg,,37.182393,-77.3594957,OpenStreetMap (Overpass)
Southern Virginia Regional Medical Center,https://www.bonsecours.com/locations/hospitals-medical-centers/richmond/southern-virginia-regional-medical-center,,+1 434 348 4400,Bon Secours Health System,Emporia,,36.7016597,-77.5373438,OpenStreetMap (Overpass)
VCU Health Community Memorial Hospital,https://www.vcu-cmh.org/,,+1 434 447 3151,VCU Health,South Hill,,36.7342347,-78.1335117,OpenStreetMap (Overpass)
Sentara Halifax Regional Hospital,https://www.sentara.com/halifax-southern-virginia/hospitalslocations/locations/sentara-halifax-regional-hospital.aspx,,+1 434 517 3100,Sentara Healthcare,South Boston,,36.7119643,-78.9140952,OpenStreetMap (Overpass)
Southern Virginia Mental Health Institute,https://dbhds.virginia.gov/facilities/svmhi/,,+1 434 799 6220,,Danville,,36.5550874,-79.4102814,OpenStreetMap (Overpass)
Sovah Health - Danville,https://sovahhealth.com/,,+1 434 799 2100,Sovah Health,Danville,VA,36.5776244,-79.4044552,OpenStreetMap (Overpass)
Carilion Franklin Memorial Hospital,https://www.carilionclinic.org/locations/carilion-franklin-memorial-hospital?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,,+1 540 483 5277,Carilion Clinic,Rocky Mount,VA,36.9936606,-79.890376,OpenStreetMap (Overpass)
Sovah Health - Martinsville,https://www.martinsvillehospital.com/,,+1 276 666 7200,Sovah Health,Martinsville,VA,36.6992322,-79.8664762,OpenStreetMap (Overpass)
Twin County Regional Hospital,https://www.tcrh.org/,,+1 276 236 8181,Twin County Regional Healthcare,Galax,,36.6708237,-80.9236711,OpenStreetMap (Overpass)
Shenandoah Memorial Hospital,https://www.valleyhealthlink.com/Shenandoah-Memorial-Hospital.aspx,,+1 540 459 1100,Valley Health,Woodstock,,38.8702813,-78.5125634,OpenStreetMap (Overpass)
Culpeper Medical Center,https://www.novanthealthuva.org/locations/medical-centers--emergency-rooms/culpeper-medical-center.aspx,,+1 540 829 4100,Novant Health UVA Health System,Culpeper,,38.4552295,-78.0132158,OpenStreetMap (Overpass)
Sentara RMH Medical Center,https://www.sentara.com/harrisonburg-virginia/hospitalslocations/locations/sentara-rmh-medical-center.aspx,,+1 540 689 1000,Sentara,Harrisonburg,VA,38.4051469,-78.8559887,OpenStreetMap (Overpass)
University of Virginia Medical Center,https://uvahealth.com/,,+1 434 924 0000,University of Virginia Health System,Charlottesville,VA,38.0323944,-78.4993457,OpenStreetMap (Overpass)
Sentara Martha Jefferson Hospital,https://www.sentara.com/hospitalslocations/martha-jefferson-hospital,,+1 434 654 7000,Sentara,Charlottesville,VA,38.0229217,-78.4446238,OpenStreetMap (Overpass)
LewisGale Hospital Alleghany,https://lewisgale.com/location/lewisgale-hospital-alleghany,,+1 540 862 6011,LewisGale Regional Health System,Low Moor,VA,37.7920158,-79.8812445,OpenStreetMap (Overpass)
Catawba Hospital,https://www.catawba.dmhmrsas.virginia.gov,,+1 540 375 4200,,Catawba,VA,37.3924801,-80.1097678,OpenStreetMap (Overpass)
Carilion New River Valley Medical Center,https://www.carilionclinic.org/hospitals/carilion-new-river-valley-medical-center,,+1 540 731 2000,Carilion Clinic,Christiansburg,,37.0882899,-80.5051486,OpenStreetMap (Overpass)
Carilion Giles Community Hospital,https://www.carilionclinic.org/hospitals/carilion-giles-community-hospital,,+1 540 921 6000,Carilion Clinic,Pearisburg,,37.3330389,-80.7126145,OpenStreetMap (Overpass)
Wythe County Community Hospital,https://www.wcch.org/,,+1 276 228 0200,,Wytheville,,36.954782,-81.096831,OpenStreetMap (Overpass)
Carilion Tazewell Community Hospital,https://www.carilionclinic.org/hospitals/carilion-tazewell-community-hospital,,+1 276 988 8700,Carilion Clinic,Tazewell,VA,37.1237486,-81.4892096,OpenStreetMap (Overpass)
Clinch Valley Medical Center,https://www.clinchvalleyhealth.com/,,+1 276 596 6000,,Richlands,,37.0956144,-81.8199388,OpenStreetMap (Overpass)
Buchanan General Hospital,https://www.bgh.org/,,+1 276 935 1000,,Grundy,,37.28507,-82.0667724,OpenStreetMap (Overpass)
Dickenson Community Hospital,https://www.balladhealth.org/locations/hospitals/dickenson-community,,+1 276 926 0300,Ballad Health,Clintwood,VA,37.160428,-82.4492884,OpenStreetMap (Overpass)
Russell County Hospital,https://www.balladhealth.org/hospitals/russell-county-hospital-lebanon,,+12768838000,Ballad Health,Lebanon,,36.8984597,-82.0783636,OpenStreetMap (Overpass)
Johnston Memorial Hospital,https://www.balladhealth.org/locations/hospitals/johnston-memorial,,+1 276 258 1000,Ballad Health,Abingdon,VA,36.7224225,-81.9111984,OpenStreetMap (Overpass)
Norton Community Hospital,https://www.balladhealth.org/locations/hospitals/norton-community,,+1 276 439 1000,Ballad Health,Norton,,36.9334948,-82.6424349,OpenStreetMap (Overpass)
Lonesome Pine Hospital,https://www.balladhealth.org/locations/hospitals/lonesome-pine,,+1 276 523 3111,Ballad Health,Big Stone Gap,,36.877085,-82.7545073,OpenStreetMap (Overpass)
Stafford Hospital,https://www.marywashingtonhealthcare.com/Locations/Stafford-Hospital.aspx,,+1 540-741-9000,Mary Washington Healthcare,Stafford,VA,38.4167063,-77.4053344,OpenStreetMap (Overpass)
South Peninsula Hospital,https://www.sphosp.org/,,+1 907 235 8101,,Homer,,59.6523767,-151.5500971,OpenStreetMap (Overpass)
Cordova Community Medical Center,https://www.cdvcmc.com/,,+1 907 424 8000,,Cordova,,60.540944,-145.7512387,OpenStreetMap (Overpass)
Providence Seward Medical Center,https://alaska.providence.org/locations/p/psmcc,,+1 907 224 5205,Providence Health & Services,Seward,,60.1052786,-149.4462618,OpenStreetMap (Overpass)
Kanakanak Hospital,http://www.bbahc.org/,,+1 907 842 5201,Bristol Bay Area Health Corporation,Dillingham,AK,59.0004725,-158.5363291,OpenStreetMap (Overpass)
Maui Memorial Medical Center,https://www.mauihealthsystem.org/maui-memorial/,,+1 808 244 9056,Maui Health System,Wailuku,,20.8847433,-156.4895315,OpenStreetMap (Overpass)
Ka'u Hospital,https://www.kauhospital.org/,,+1 808 932 4200,Hawaii Health Systems Corporation,Pahala,,19.1996041,-155.4720466,OpenStreetMap (Overpass)
Molokai General Hospital,http://www.molokaigeneralhospital.org/,,+1 808 553 5331,,Kaunakakai,,21.0940319,-157.0174746,OpenStreetMap (Overpass)
Kahuku Medical Center,https://www.kmc-hi.org/,,+1 808 293 9221,,Kahuku,,21.6765572,-157.9540195,OpenStreetMap (Overpass)
Kula Hospital,https://www.mauihealthsystem.org/kula-hospital/,,+1 808 878 1221,Maui Health System,Kula,,20.7012007,-156.3571093,OpenStreetMap (Overpass)
Centra Bedford Memorial Hospital,https://www.centrahealth.com/BMH,,+1 540 586 2441,Centra Health,Bedford,VA,37.3520017,-79.5174754,OpenStreetMap (Overpass)
Cumberland Hospital for Children and Adolescents,https://www.cumberlandhospital.com/,,+1 804-966-2242,,New Kent,VA,37.5467749,-76.9784296,OpenStreetMap (Overpass)
Bath Community Hospital,https://bathhospital.org/,,+1 540 839 7000,,Hot Springs,VA,37.9932658,-79.8319119,OpenStreetMap (Overpass)
Hanover Emergency Center,https://www.hcavirginia.com/locations/hanover-emergency-center,,,HCA,Mechanicsville,VA,37.6519905,-77.399007,OpenStreetMap (Overpass)
The Hughes Center,https://thehughescenter.com/,,,,Danville,VA,36.644903,-79.4046541,OpenStreetMap (Overpass)
Chris Kyle Patriots Hospital,https://chriskylepatriotshospital.com/,,+1 907-258-7575,North Star Behavioral Health System,Anchorage,AK,61.2056383,-149.8094269,OpenStreetMap (Overpass)
Winchester Rehabilitation Center,https://www.valleyhealthlink.com/our-locations/winchester-medical-center-inpatient-rehabilitati,,+1 540 536 8000,,Winchester,VA,39.1830789,-78.1722679,OpenStreetMap (Overpass)
VCU Health Community Memorial Hospital,https://www.vcuhealth.org/community-memorial-hospital,,+1 434 447 3151,VCU,South Hill,VA,36.7504988,-78.1049091,OpenStreetMap (Overpass)
Riverside Shore Memorial Hospital,https://www.riversideonline.com/locations/hospitals/riverside-shore-memorial-hospital,,+1 757-302-2100,Riverside,Onancock,VA,37.6976566,-75.7233743,OpenStreetMap (Overpass)
